latitude,longitude,elevation in feet,key saddle latitude,key saddle longitude,prominence in feet,isolation latitude,isolation longitude,isolation in km
-12.9758,-75.9808,10328,-12.9783,-75.9783,119,-12.9766,-75.9812,0.1000
-12.9683,-74.2950,7828,-12.9675,-74.2933,119,-12.9676,-74.2956,0.1000
-12.8225,-74.1775,14393,-12.8242,-74.1783,119,-12.8222,-74.1774,0.1000
-12.7750,-74.6608,12746,-12.7775,-74.6625,119,-12.7755,-74.6601,0.1000
-12.6542,-75.5783,16227,-12.6508,-75.5783,119,-12.6547,-75.5778,0.1000
-12.4692,-75.6283,15853,-12.4658,-75.6283,119,-12.4689,-75.6283,0.1000
-12.4408,-76.0583,15374,-12.4400,-76.0550,119,-12.4416,-76.0586,0.1000
-12.3825,-76.0092,15538,-12.3833,-76.0058,119,-12.3833,-76.0092,0.1000
-12.1500,-75.5858,15187,-12.1492,-75.5842,119,-12.1498,-75.5850,0.1000
-12.1258,-76.5867,10223,-12.1275,-76.5867,119,-12.1251,-76.5861,0.1000
-11.8742,-75.9000,16227,-11.8767,-75.9008,119,-11.8749,-75.9001,0.1000
-11.7058,-75.9275,15059,-11.7025,-75.9267,119,-11.7062,-75.9280,0.1000
-11.3958,-76.0642,13832,-11.3925,-76.0650,119,-11.3957,-76.0647,0.1000
-11.3233,-76.8608,6099,-11.3283,-76.8542,119,-11.3283,-76.8492,1.3877
-11.3183,-76.0425,14639,-11.3208,-76.0400,119,-11.3181,-76.0427,0.1000
-11.3075,-76.9675,5807,-11.3058,-76.9667,119,-11.3076,-76.9678,0.1000
-11.2958,-77.1725,4288,-11.2958,-77.1700,119,-11.2963,-77.1725,0.1000
-11.1350,-75.7725,14475,-11.1333,-75.7717,119,-11.1346,-75.7717,0.1000
-10.9683,-76.3292,14183,-10.9700,-76.3342,119,-10.9690,-76.3299,0.1000
-10.9533,-76.3858,14954,-10.9592,-76.3867,119,-10.9539,-76.3858,0.1000
-10.9442,-75.9275,14452,-10.9408,-75.9325,119,-10.9517,-75.9342,1.1043
-10.9350,-76.5542,16040,-10.9333,-76.5533,119,-10.9352,-76.5542,0.1000
-10.8708,-76.5808,16496,-10.8658,-76.5808,119,-10.8706,-76.5810,0.1000
-10.7633,-77.5258,2956,-10.7642,-77.5242,119,-10.7630,-77.5250,0.1000
-10.6442,-75.6742,12874,-10.6417,-75.6742,119,-10.6434,-75.6738,0.1000
-10.5300,-77.6158,3832,-10.5317,-77.6133,119,-10.5299,-77.6163,0.1000
-10.5142,-76.6733,14954,-10.5167,-76.6750,119,-10.5233,-76.6758,1.0502
-10.4683,-77.4525,9393,-10.4675,-77.4525,119,-10.4684,-77.4528,0.1000
-10.4500,-76.7558,15889,-10.4500,-76.7567,119,-10.4497,-76.7554,0.1000
-10.4500,-76.6567,15912,-10.4517,-76.6575,119,-10.4508,-76.6561,0.1000
-10.3858,-76.5008,14370,-10.3842,-76.5008,119,-10.3865,-76.5015,0.1000
-10.3625,-75.5200,8832,-10.3650,-75.5158,119,-10.3627,-75.5202,0.1000
-10.3350,-77.0675,15830,-10.3367,-77.0683,119,-10.3342,-77.0682,0.1000
-10.1367,-76.9567,15748,-10.1375,-76.9567,119,-10.1368,-76.9564,0.1000
-10.1067,-76.0400,14639,-10.1058,-76.0408,119,-10.0975,-76.0433,1.0777
-10.0842,-77.8142,4895,-10.0825,-77.8108,119,-10.0843,-77.8141,0.1000
-10.0717,-76.9983,15410,-10.0733,-77.0000,119,-10.0720,-76.9987,0.1000
-10.0125,-76.9875,16040,-10.0125,-76.9867,119,-10.0124,-76.9883,0.1000
-9.9975,-77.3667,14048,-10.0042,-77.3617,118,-10.0058,-77.3692,1.1526
-9.9825,-75.8958,12887,-9.9833,-75.8992,118,-9.9824,-75.8953,0.1000
-9.9492,-77.8408,3690,-9.9475,-77.8392,118,-9.9499,-77.8412,0.1000
-9.9417,-77.1183,15534,-9.9375,-77.1192,118,-9.9414,-77.1175,0.1000
-9.9192,-77.1792,17001,-9.9250,-77.1808,118,-9.9283,-77.1783,1.0179
-9.9183,-77.2992,15147,-9.9208,-77.2975,118,-9.9175,-77.3000,0.1000
-9.9067,-75.7850,12667,-9.9083,-75.7850,118,-9.9070,-75.7847,0.1000
-9.8975,-76.3625,9786,-9.8950,-76.3625,118,-9.8978,-76.3628,0.1000
-9.8967,-77.8992,4816,-9.8975,-77.8975,118,-9.8960,-77.8993,0.1000
-9.8867,-76.3642,10544,-9.8850,-76.3633,118,-9.8862,-76.3636,0.1000
-9.8625,-77.6117,15344,-9.8617,-77.6092,118,-9.8632,-77.6117,0.1000
-9.8583,-77.0800,15469,-9.8600,-77.0775,118,-9.8584,-77.0803,0.1000
-9.8558,-76.4350,13149,-9.8517,-76.4358,118,-9.8558,-76.4351,0.1000
-9.8558,-75.7167,8723,-9.8567,-75.7183,118,-9.8559,-75.7163,0.1000
-9.8492,-77.1250,15603,-9.8450,-77.1250,118,-9.8489,-77.1255,0.1000
-9.8333,-76.3917,12887,-9.8367,-76.3892,118,-9.8267,-76.3983,1.0379
-9.8175,-76.9592,14471,-9.8150,-76.9600,118,-9.8100,-76.9667,1.1684
-9.8092,-77.2400,18287,-9.8083,-77.2425,118,-9.8099,-77.2397,0.1000
-9.7950,-76.8567,14035,-9.7925,-76.8575,118,-9.7946,-76.8570,0.1000
-9.7775,-76.8692,13874,-9.7767,-76.8642,118,-9.7769,-76.8691,0.1000
-9.7733,-76.9625,14461,-9.7700,-76.9600,118,-9.7737,-76.9633,0.1000
-9.7658,-75.7583,8923,-9.7658,-75.7592,118,-9.7658,-75.7581,0.1000
-9.7608,-76.4108,13543,-9.7583,-76.4125,118,-9.7601,-76.4100,0.1000
-9.7558,-75.7642,8677,-9.7583,-75.7650,118,-9.7556,-75.7647,0.1000
-9.7542,-75.7583,8359,-9.7567,-75.7583,118,-9.7538,-75.7587,0.1000
-9.7408,-76.4842,14760,-9.7375,-76.4792,118,-9.7405,-76.4837,0.1000
-9.7367,-77.0933,14980,-9.7392,-77.0892,118,-9.7433,-77.0867,1.0381
-9.7333,-76.4308,14406,-9.7358,-76.4350,118,-9.7336,-76.4303,0.1000
-9.7283,-77.2917,16243,-9.7258,-77.2908,118,-9.7278,-77.2915,0.1000
-9.7025,-77.2225,15800,-9.7042,-77.2233,118,-9.7032,-77.2222,0.1000
-9.6942,-77.6400,14881,-9.6950,-77.6425,118,-9.6944,-77.6399,0.1000
-9.6842,-76.2092,12572,-9.6825,-76.2125,118,-9.6849,-76.2091,0.1000
-9.6792,-76.5217,14757,-9.6783,-76.5208,118,-9.6790,-76.5224,0.1000
-9.6742,-75.9475,11394,-9.6775,-75.9450,118,-9.6743,-75.9475,0.1000
-9.6667,-77.5725,14714,-9.6658,-77.5758,118,-9.6675,-77.5725,0.1000
-9.6667,-77.2983,16443,-9.6642,-77.2975,118,-9.6667,-77.2982,0.1000
-9.6550,-75.7125,9435,-9.6483,-75.7108,118,-9.6543,-75.7121,0.1000
-9.6533,-76.5450,15508,-9.6533,-76.5425,118,-9.6532,-76.5445,0.1000
-9.6408,-76.3833,13293,-9.6433,-76.3842,118,-9.6408,-76.3840,0.1000
-9.6400,-77.1617,14484,-9.6400,-77.1600,118,-9.6408,-77.1619,0.1000
-9.6250,-77.7867,13969,-9.6267,-77.7875,118,-9.6246,-77.7872,0.1000
-9.6208,-76.4542,14127,-9.6192,-76.4550,118,-9.6211,-76.4548,0.1000
-9.6117,-76.2367,12063,-9.6133,-76.2367,118,-9.6122,-76.2375,0.1000
-9.5950,-78.0317,3651,-9.5950,-78.0300,118,-9.5944,-78.0309,0.1000
-9.5833,-77.3258,17506,-9.5825,-77.3242,118,-9.5838,-77.3264,0.1000
-9.5617,-75.8392,8284,-9.5608,-75.8408,118,-9.5620,-75.8387,0.1000
-9.5475,-77.3350,17355,-9.5458,-77.3350,118,-9.5468,-77.3356,0.1000
-9.5350,-77.2342,14868,-9.5333,-77.2350,118,-9.5352,-77.2337,0.1000
-9.4992,-77.2883,16732,-9.5017,-77.2900,118,-9.4994,-77.2891,0.1000
-9.4958,-76.3767,13149,-9.4942,-76.3783,118,-9.4962,-76.3771,0.1000
-9.4875,-76.3708,12667,-9.4867,-76.3725,118,-9.4870,-76.3706,0.1000
-9.4858,-77.0842,16194,-9.4858,-77.0850,118,-9.4852,-77.0847,0.1000
-9.4792,-77.6975,14652,-9.4783,-77.6967,118,-9.4799,-77.6972,0.1000
-9.4792,-76.8858,13910,-9.4725,-76.8892,118,-9.4708,-76.8917,1.1224
-9.4742,-76.9308,13438,-9.4733,-76.9325,118,-9.4750,-76.9312,0.1000
-9.4725,-76.6942,14780,-9.4742,-76.6958,118,-9.4800,-76.7042,1.3767
-9.4550,-76.3617,12913,-9.4567,-76.3608,118,-9.4554,-76.3618,0.1000
-9.4400,-77.6467,15078,-9.4425,-77.6475,118,-9.4408,-77.6470,0.1000
-9.4383,-75.9600,3979,-9.4383,-75.9583,118,-9.4379,-75.9608,0.1000
-9.4300,-76.0050,4862,-9.4275,-76.0067,118,-9.4297,-76.0050,0.1000
-9.4267,-76.8392,14074,-9.4292,-76.8425,118,-9.4272,-76.8400,0.1000
-9.4233,-78.1300,3097,-9.4258,-78.1258,118,-9.4234,-78.1300,0.1000
-9.4217,-76.2308,11528,-9.4175,-76.2325,118,-9.4211,-76.2305,0.1000
-9.4042,-76.9500,14652,-9.4033,-76.9475,118,-9.4042,-76.9375,1.3728
-9.4042,-76.0767,6961,-9.4017,-76.0767,118,-9.4039,-76.0774,0.1000
-9.3858,-76.2833,12257,-9.3875,-76.2842,118,-9.3860,-76.2828,0.1000
-9.3833,-76.8233,13159,-9.3817,-76.8275,118,-9.3831,-76.8241,0.1000
-9.3758,-76.6367,13904,-9.3775,-76.6400,118,-9.3762,-76.6373,0.1000
-9.3633,-77.2225,14780,-9.3617,-77.2233,118,-9.3625,-77.2220,0.1000
-9.3517,-76.0150,4819,-9.3508,-76.0150,118,-9.3516,-76.0154,0.1000
-9.3392,-77.7092,14258,-9.3425,-77.7075,118,-9.3397,-77.7084,0.1000
-9.3325,-77.8017,15482,-9.3358,-77.8033,118,-9.3322,-77.8021,0.1000
-9.3308,-77.2158,13943,-9.3292,-77.2158,118,-9.3300,-77.2165,0.1000
-9.3167,-78.1800,2657,-9.3167,-78.1783,118,-9.3161,-78.1804,0.1000
-9.2917,-76.2425,6368,-9.2933,-76.2433,118,-9.2922,-76.2422,0.1000
-9.2825,-77.1092,14511,-9.2833,-77.1117,118,-9.2833,-77.1087,0.1000
-9.2808,-77.1983,13959,-9.2783,-77.1983,118,-9.2811,-77.1983,0.1000
-9.2775,-77.3733,15839,-9.2800,-77.3725,118,-9.2779,-77.3726,0.1000
-9.2450,-76.0550,3950,-9.2475,-76.0600,118,-9.2456,-76.0550,0.1000
-9.2425,-76.0358,2913,-9.2442,-76.0367,118,-9.2431,-76.0363,0.1000
-9.2267,-77.4158,16902,-9.2292,-77.4158,118,-9.2266,-77.4166,0.1000
-9.1367,-76.2750,6925,-9.1367,-76.2767,118,-9.1368,-76.2751,0.1000
-9.1175,-78.2283,1515,-9.1183,-78.2242,118,-9.1170,-78.2282,0.1000
-9.1142,-77.0517,14186,-9.1117,-77.0533,118,-9.1150,-77.0517,0.1000
-9.1083,-77.1450,13556,-9.1050,-77.1442,118,-9.1090,-77.1448,0.1000
-9.1058,-78.0983,4291,-9.1075,-78.0942,118,-9.1053,-78.0986,0.1000
-9.1025,-76.2400,3763,-9.1025,-76.2425,118,-9.1027,-76.2408,0.1000
-9.0842,-76.9858,11617,-9.0858,-76.9825,118,-9.0838,-76.9851,0.1000
-9.0817,-76.6075,7332,-9.0792,-76.6092,118,-9.0814,-76.6072,0.1000
-9.0742,-77.2033,13959,-9.0775,-77.2008,118,-9.0735,-77.2032,0.1000
-9.0475,-77.5433,15465,-9.0450,-77.5408,118,-9.0473,-77.5431,0.1000
-8.9625,-76.7192,8001,-8.9633,-76.7192,118,-8.9621,-76.7199,0.1000
-8.9542,-76.2667,3612,-8.9542,-76.2692,118,-8.9539,-76.2661,0.1000
-8.9250,-76.2600,3011,-8.9283,-76.2583,118,-8.9248,-76.2594,0.1000
-8.9125,-76.4508,9324,-8.9108,-76.4517,118,-8.9122,-76.4513,0.1000
-8.8958,-78.1558,11197,-8.8958,-78.1517,118,-8.8960,-78.1565,0.1000
-8.8775,-76.3308,4005,-8.8775,-76.3325,118,-8.8772,-76.3301,0.1000
-8.8642,-77.6158,17867,-8.8658,-77.6150,118,-8.8637,-77.6157,0.1000
-8.8633,-76.8317,12824,-8.8650,-76.8325,118,-8.8627,-76.8320,0.1000
-8.8558,-78.0008,15787,-8.8517,-77.9992,118,-8.8562,-78.0016,0.1000
-8.8100,-76.1967,1932,-8.8125,-76.1967,118,-8.8058,-76.2050,1.0267
-8.8092,-76.9683,12798,-8.8075,-76.9700,118,-8.8100,-76.9681,0.1000
-8.7900,-77.6667,14973,-8.7917,-77.6700,118,-8.7895,-77.6663,0.1000
-8.7758,-77.1608,13959,-8.7783,-77.1550,118,-8.7754,-77.1609,0.1000
-8.7733,-76.9150,12493,-8.7717,-76.9175,118,-8.7737,-76.9155,0.1000
-8.6967,-77.0125,11263,-8.6983,-77.0142,118,-8.6964,-77.0127,0.1000
-8.6892,-77.9250,7070,-8.6908,-77.9250,118,-8.6892,-77.9254,0.1000
-8.6258,-77.3433,12391,-8.6200,-77.3450,118,-8.6175,-77.3475,1.0297
-8.6092,-76.3700,3503,-8.6075,-76.3558,118,-8.6096,-76.3699,0.1000
-8.6067,-77.1942,14304,-8.6058,-77.1942,118,-8.6417,-77.1650,5.2450
-8.6067,-76.4125,3077,-8.6092,-76.4117,118,-8.6073,-76.4124,0.1000
-8.5808,-77.3233,10636,-8.5792,-77.3283,118,-8.5815,-77.3233,0.1000
-8.5625,-77.0908,13897,-8.5625,-77.0933,118,-8.5624,-77.0907,0.1000
-8.5275,-77.0467,13008,-8.5275,-77.0492,118,-8.5272,-77.0471,0.1000
-8.5217,-78.2525,10472,-8.5217,-78.2517,118,-8.5212,-78.2530,0.1000
-8.4925,-77.1317,13933,-8.4933,-77.1300,118,-8.4923,-77.1309,0.1000
-8.4750,-78.1392,6532,-8.4758,-78.1375,118,-8.4752,-78.1397,0.1000
-8.4742,-76.5350,4465,-8.4708,-76.5383,118,-8.4734,-76.5357,0.1000
-8.4608,-76.9867,12362,-8.4583,-76.9883,118,-8.4606,-76.9859,0.1000
-8.4283,-77.7658,14488,-8.4317,-77.7592,118,-8.4333,-77.7550,1.3149
-8.3917,-76.7850,8553,-8.3900,-76.7858,118,-8.3919,-76.7851,0.1000
-8.3908,-77.7092,14438,-8.3900,-77.7042,118,-8.3904,-77.7091,0.1000
-8.3858,-76.5117,2303,-8.3867,-76.5125,118,-8.3854,-76.5122,0.1000
-8.3750,-77.2783,14353,-8.3725,-77.2783,118,-8.3744,-77.2779,0.1000
-8.3725,-77.0575,13156,-8.3733,-77.0608,118,-8.3728,-77.0567,0.1000
-8.3717,-77.2367,14087,-8.3675,-77.2400,118,-8.3709,-77.2362,0.1000
-8.3592,-76.9408,12578,-8.3592,-76.9367,118,-8.3599,-76.9401,0.1000
-8.3583,-76.5558,2637,-8.3600,-76.5558,118,-8.3579,-76.5560,0.1000
-8.3433,-76.8967,12421,-8.3458,-76.8967,118,-8.3429,-76.8968,0.1000
-8.3375,-77.7092,14665,-8.3317,-77.7142,118,-8.3300,-77.7167,1.1706
-8.3233,-76.9017,12171,-8.3208,-76.9025,118,-8.3238,-76.9025,0.1000
-8.3083,-77.8183,14350,-8.3092,-77.8117,118,-8.3100,-77.8058,1.3899
-8.2983,-76.8975,11902,-8.2975,-76.8992,118,-8.2987,-76.8982,0.1000
-8.2933,-78.0033,11377,-8.2925,-78.0017,118,-8.2925,-78.0040,0.1000
-8.2883,-78.0325,10465,-8.2883,-78.0283,118,-8.2890,-78.0333,0.1000
-8.2867,-77.1017,12864,-8.2850,-77.1050,118,-8.2873,-77.1016,0.1000
-8.2242,-77.7250,14025,-8.2258,-77.7267,118,-8.2238,-77.7252,0.1000
-8.1600,-77.2950,13431,-8.1642,-77.2958,118,-8.1605,-77.2953,0.1000
-8.1592,-77.4583,15134,-8.1617,-77.4600,118,-8.1598,-77.4578,0.1000
-8.1425,-77.2008,10790,-8.1425,-77.2033,118,-8.1419,-77.2000,0.1000
-8.1092,-77.8658,14255,-8.1100,-77.8633,118,-8.1088,-77.8658,0.1000
-8.0842,-77.8842,14337,-8.0875,-77.8858,118,-8.0841,-77.8835,0.1000
-8.0692,-77.8392,14146,-8.0725,-77.8392,118,-8.0690,-77.8393,0.1000
-8.0558,-77.8108,13950,-8.0583,-77.8117,118,-8.0554,-77.8102,0.1000
-8.0467,-77.0800,12112,-8.0450,-77.0817,118,-8.0463,-77.0792,0.1000
-8.0383,-77.0042,10524,-8.0392,-77.0042,118,-8.0500,-77.0050,1.1060
-8.0150,-77.2858,12795,-8.0167,-77.2842,118,-8.0147,-77.2862,0.1000
-7.9917,-77.2425,13008,-7.9933,-77.2417,118,-7.9924,-77.2425,0.1000
-7.9825,-77.2517,12414,-7.9833,-77.2508,118,-7.9826,-77.2523,0.1000
-7.9775,-77.9183,13549,-7.9800,-77.9200,118,-7.9779,-77.9187,0.1000
-16.0925,-71.8850,10902,-16.0917,-71.8817,118,-16.0933,-71.8844,0.1000
-16.0400,-72.0000,10603,-16.0383,-71.9983,118,-16.0404,-71.9992,0.1000
-15.9625,-72.3900,8359,-15.9592,-72.3892,118,-15.9628,-72.3899,0.1000
-15.9308,-72.8950,6509,-15.9275,-72.8992,118,-15.9301,-72.8949,0.1000
-15.9258,-72.5542,6154,-15.9267,-72.5550,118,-15.9251,-72.5547,0.1000
-15.8967,-72.9117,6899,-15.8967,-72.9100,118,-15.8974,-72.9110,0.1000
-15.8408,-72.9175,8100,-15.8400,-72.9142,118,-15.8410,-72.9178,0.1000
-15.7958,-73.5467,6994,-15.7925,-73.5467,118,-15.7952,-73.5475,0.1000
-15.7458,-72.4417,10465,-15.7467,-72.4375,118,-15.7466,-72.4409,0.1000
-15.7417,-72.6200,13172,-15.7325,-72.6200,118,-15.7192,-72.6200,2.4898
-15.7067,-72.8475,12801,-15.6983,-72.8542,118,-15.6950,-72.8475,1.2911
-15.6933,-73.1450,8156,-15.6917,-73.1483,118,-15.6938,-73.1452,0.1000
-15.6908,-72.4600,11194,-15.6883,-72.4600,118,-15.6900,-72.4597,0.1000
-15.6900,-73.7025,9924,-15.6867,-73.7017,118,-15.6893,-73.7023,0.1000
-15.6667,-72.5083,9970,-15.6642,-72.5083,118,-15.6673,-72.5076,0.1000
-15.6508,-74.1150,5416,-15.6483,-74.1158,118,-15.6503,-74.1157,0.1000
-15.6350,-73.3942,9678,-15.6325,-73.3942,118,-15.6343,-73.3939,0.1000
-15.5542,-71.7425,16400,-15.5492,-71.7433,118,-15.5392,-71.7483,1.7740
-15.5392,-72.3225,11709,-15.5417,-72.3233,118,-15.5388,-72.3223,0.1000
-15.5358,-71.6800,17457,-15.5358,-71.6817,118,-15.5365,-71.6800,0.1000
-15.5300,-72.2058,16584,-15.5300,-72.2042,118,-15.5296,-72.2063,0.1000
-15.5033,-71.8600,16771,-15.5017,-71.8592,118,-15.5028,-71.8604,0.1000
-15.4883,-71.9367,17020,-15.4900,-71.9350,118,-15.4888,-71.9372,0.1000
-15.4867,-71.7233,16564,-15.4875,-71.7217,118,-15.4865,-71.7228,0.1000
-15.4708,-73.3533,12841,-15.4742,-73.3592,118,-15.4792,-73.3617,1.2839
-15.4600,-72.3242,13333,-15.4583,-72.3217,118,-15.4598,-72.3248,0.1000
-15.4458,-74.2142,8244,-15.4425,-74.2117,118,-15.4460,-74.2147,0.1000
-15.4342,-73.3100,8946,-15.4342,-73.3125,118,-15.4347,-73.3103,0.1000
-15.4250,-72.0983,17752,-15.4267,-72.1000,118,-15.4249,-72.0982,0.1000
-15.3908,-73.1175,11351,-15.3908,-73.1192,118,-15.3912,-73.1171,0.1000
-15.3817,-72.4817,14504,-15.3825,-72.4850,118,-15.3810,-72.4821,0.1000
-15.3492,-72.3292,13700,-15.3550,-72.3242,118,-15.3500,-72.3289,0.1000
-15.3475,-72.1667,17539,-15.3458,-72.1658,118,-15.3480,-72.1664,0.1000
-15.3383,-74.2225,8917,-15.3350,-74.2192,118,-15.3389,-74.2226,0.1000
-15.3192,-72.0883,15511,-15.3200,-72.0867,118,-15.3197,-72.0882,0.1000
-15.3142,-72.0975,15416,-15.3125,-72.0983,118,-15.3145,-72.0981,0.1000
-15.3033,-73.1158,13776,-15.3017,-73.1175,118,-15.3035,-73.1159,0.1000
-15.2900,-72.1992,17201,-15.2917,-72.2008,118,-15.2898,-72.1994,0.1000
-15.2733,-73.2200,13228,-15.2733,-73.2175,118,-15.2731,-73.2199,0.1000
-15.2592,-73.6117,10974,-15.2525,-73.6200,118,-15.2442,-73.6142,1.6814
-15.2258,-71.9467,15820,-15.2258,-71.9542,118,-15.2258,-71.9575,1.1638
-15.2125,-74.3117,7578,-15.2117,-74.3192,118,-15.2100,-74.3208,1.0230
-15.2058,-72.7392,16663,-15.2058,-72.7367,118,-15.2053,-72.7390,0.1000
-15.2042,-72.5300,16230,-15.2042,-72.5375,118,-15.2042,-72.5408,1.1639
-15.1908,-71.5542,14550,-15.1942,-71.5492,118,-15.2008,-71.5475,1.3182
-15.1792,-73.0583,15239,-15.1767,-73.0583,118,-15.1786,-73.0588,0.1000
-15.1792,-71.5725,14278,-15.1725,-71.5675,118,-15.1798,-71.5720,0.1000
-15.1658,-73.8733,8700,-15.1692,-73.8750,118,-15.1656,-73.8726,0.1000
-15.1658,-73.8117,10600,-15.1708,-73.8075,118,-15.1655,-73.8115,0.1000
-15.1625,-73.8225,10091,-15.1650,-73.8200,118,-15.1620,-73.8217,0.1000
-15.1575,-72.6400,16430,-15.1658,-72.6433,118,-15.1475,-72.6375,1.1386
-15.1450,-71.5508,14212,-15.1517,-71.5450,118,-15.1457,-71.5502,0.1000
-15.1300,-72.8158,11387,-15.1250,-72.8158,118,-15.1293,-72.8165,0.1000
-15.1300,-72.5833,15826,-15.1333,-72.5825,118,-15.1306,-72.5839,0.1000
-15.1233,-74.1350,9724,-15.1217,-74.1325,118,-15.1237,-74.1348,0.1000
-15.1200,-71.7892,16138,-15.1183,-71.7892,118,-15.1199,-71.7898,0.1000
-15.1000,-72.3925,15144,-15.1092,-72.3858,118,-15.0908,-72.3825,1.4780
-15.0908,-74.2667,9199,-15.0925,-74.2658,118,-15.0913,-74.2662,0.1000
-15.0858,-73.9158,10856,-15.0808,-73.9167,118,-15.0856,-73.9157,0.1000
-15.0808,-73.6900,13828,-15.0817,-73.6917,118,-15.0812,-73.6906,0.1000
-15.0492,-72.5233,16154,-15.0542,-72.5258,118,-15.0592,-72.5267,1.1632
-15.0333,-74.0733,11364,-15.0292,-74.0733,118,-15.0336,-74.0732,0.1000
-15.0242,-72.3458,16026,-15.0200,-72.3433,118,-15.0237,-72.3462,0.1000
-15.0100,-73.2692,15213,-15.0125,-73.2650,118,-15.0095,-73.2693,0.1000
-15.0017,-73.5208,13290,-15.0050,-73.5175,118,-15.0015,-73.5216,0.1000
-14.9983,-73.4992,13779,-15.0025,-73.4950,118,-14.9981,-73.4994,0.1000
-14.9833,-74.0208,11669,-14.9792,-74.0192,118,-14.9742,-74.0183,1.0492
-14.9700,-74.3708,9360,-14.9683,-74.3700,118,-14.9696,-74.3701,0.1000
-14.9700,-71.8025,15885,-14.9692,-71.7983,118,-14.9750,-71.7892,1.5371
-14.9442,-71.9650,15239,-14.9467,-71.9633,118,-14.9438,-71.9647,0.1000
-14.9233,-73.1983,15557,-14.9142,-73.2075,118,-14.9067,-73.2108,2.2823
-14.9158,-71.9533,15921,-14.9217,-71.9500,118,-14.9175,-71.9417,1.2686
-14.9042,-71.6317,14747,-14.9050,-71.6425,118,-14.9117,-71.6508,2.2229
-14.9033,-74.3483,11961,-14.9017,-74.3467,118,-14.9029,-74.3477,0.1000
-14.8800,-73.4608,12657,-14.8792,-73.4642,118,-14.8802,-73.4613,0.1000
-14.8725,-72.8392,16702,-14.8742,-72.8392,118,-14.8726,-72.8391,0.1000
-14.8617,-73.7850,14921,-14.8533,-73.7833,118,-14.8525,-73.7808,1.1092
-14.8317,-74.3425,12913,-14.8300,-74.3408,118,-14.8250,-74.3350,1.0936
-14.8283,-73.3900,13110,-14.8217,-73.3833,118,-14.8288,-73.3896,0.1000
-14.8142,-73.8283,14803,-14.8167,-73.8225,118,-14.8208,-73.8192,1.2319
-14.8075,-71.4750,12936,-14.8092,-71.4717,118,-14.8100,-71.5008,2.7944
-14.7975,-71.3858,13064,-14.8008,-71.3825,118,-14.8058,-71.3775,1.2860
-14.7917,-71.8800,15757,-14.7967,-71.8817,118,-14.7910,-71.8798,0.1000
-14.7892,-74.5158,11532,-14.7858,-74.5150,118,-14.7888,-74.5150,0.1000
-14.7658,-72.7908,16607,-14.7708,-72.7925,118,-14.7655,-72.7901,0.1000
-14.7583,-74.4092,13044,-14.7525,-74.3992,118,-14.7525,-74.3975,1.4122
-14.7583,-73.1200,15390,-14.7567,-73.1183,118,-14.7580,-73.1196,0.1000
-14.7517,-73.2225,15344,-14.7500,-73.2200,118,-14.7518,-73.2229,0.1000
-14.7442,-73.0483,15682,-14.7425,-73.0508,118,-14.7445,-73.0477,0.1000
-14.7350,-71.8533,15698,-14.7333,-71.8533,118,-14.7348,-71.8540,0.1000
-14.7350,-71.7833,15521,-14.7267,-71.7917,118,-14.7242,-71.7925,1.5527
-14.7300,-72.4592,16430,-14.7242,-72.4583,118,-14.7293,-72.4590,0.1000
-14.7250,-72.9858,15823,-14.7233,-72.9792,118,-14.7255,-72.9857,0.1000
-14.7050,-72.5983,16476,-14.7092,-72.5942,118,-14.7051,-72.5984,0.1000
-14.7042,-72.0283,14156,-14.7042,-72.0258,118,-14.7046,-72.0290,0.1000
-14.6967,-72.9850,16085,-14.6925,-72.9883,118,-14.6963,-72.9851,0.1000
-14.6908,-74.7825,8736,-14.6875,-74.7783,118,-14.6904,-74.7832,0.1000
-14.6808,-73.1833,15757,-14.6825,-73.1817,118,-14.6807,-73.1829,0.1000
-14.6792,-73.1467,15288,-14.6817,-73.1400,118,-14.6797,-73.1468,0.1000
-14.6708,-73.3025,14819,-14.6700,-73.3008,118,-14.6711,-73.3021,0.1000
-14.6425,-74.2625,13041,-14.6442,-74.2667,118,-14.6417,-74.2626,0.1000
-14.6258,-74.4650,12808,-14.6208,-74.4650,118,-14.6256,-74.4658,0.1000
-14.6208,-73.3500,15173,-14.6225,-73.3492,118,-14.6203,-73.3508,0.1000
-14.6158,-72.0975,15213,-14.6108,-72.0975,118,-14.6151,-72.0972,0.1000
-14.6158,-71.4642,13756,-14.6217,-71.4683,118,-14.6292,-71.4742,1.8268
-14.6033,-72.3758,15964,-14.6067,-72.3767,118,-14.6036,-72.3754,0.1000
-14.5958,-72.9233,15859,-14.5967,-72.9208,118,-14.5958,-72.9241,0.1000
-14.5833,-73.4450,14911,-14.5808,-73.4633,118,-14.5717,-73.4650,2.5120
-14.5742,-72.8267,16289,-14.5733,-72.8242,118,-14.5734,-72.8274,0.1000
-14.5717,-73.3300,14540,-14.5667,-73.3317,118,-14.5721,-73.3298,0.1000
-14.5692,-75.0050,4563,-14.5683,-75.0025,118,-14.5690,-75.0056,0.1000
-14.5567,-72.9100,15990,-14.5558,-72.9092,118,-14.5569,-72.9098,0.1000
-14.5475,-74.3633,13018,-14.5517,-74.3675,118,-14.5558,-74.3742,1.4876
-14.5267,-73.1725,15298,-14.5300,-73.1708,118,-14.5261,-73.1718,0.1000
-14.5267,-71.6742,15728,-14.5267,-71.6683,118,-14.5271,-71.6741,0.1000
